# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)w_fld              15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       8.171543583091e+12       1.132103019136e-23       5.672700353898e-08       1.440489003670e+20       1.414767954547e+04       1.731335016648e-09       1.156083800054e+17       3.275167586495e-08       1.226861328382e+40       1.358893159190e+30       7.291905396888e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.481472404485e+39       2.075008569695e+40       2.075008569695e+40       6.916695229435e+39      -4.877131630482e+47       3.259808100459e-05       3.328327137248e-01 
       8.084178209296e+12       1.156704417078e-23       5.734000296798e-08       1.409851925696e+20       1.414767954547e+04       1.750045481333e-09       1.143723626936e+17       3.310562184801e-08       1.175229234973e+40       1.315772011786e+30       7.060514632019e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.124532165764e+39       1.987682452387e+40       1.987682452387e+40       6.625608171833e+39      -4.621929996159e+47       3.271470429734e-05       3.316462121956e-01 
       7.997746895078e+12       1.181840421118e-23       5.796027835459e-08       1.379866453213e+20       1.414767954547e+04       1.768958149223e-09       1.131495601574e+17       3.346339291058e-08       1.125770062830e+40       1.274019208420e+30       6.836466486556e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.782613650624e+39       1.904031428703e+40       1.904031428703e+40       6.346771426308e+39      -4.380082086750e+47       3.283132759009e-05       3.304681400389e-01 
       7.912239654017e+12       1.207522647831e-23       5.858601070940e-08       1.350518727535e+20       1.414767954547e+04       1.788075205519e-09       1.119398311120e+17       3.382503038977e-08       1.078392365208e+40       1.233591328044e+30       6.619527960447e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.455084674304e+39       1.823900833423e+40       1.823900833423e+40       6.079669442127e+39      -4.150889152932e+47       3.294795088285e-05       3.292984077404e-01 
       7.827646606461e+12       1.233762967971e-23       5.921901902184e-08       1.321795184727e+20       1.414767954547e+04       1.807398859038e-09       1.107430357834e+17       3.419057607020e-08       1.033008543872e+40       1.194446327473e+30       6.409473447331e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.141339657351e+39       1.747142510367e+40       1.747142510367e+40       5.823808365356e+39      -3.933689008261e+47       3.306457417561e-05       3.281369270572e-01 
       7.743957978389e+12       1.260573508240e-23       5.985930329189e-08       1.293682549338e+20       1.414767954547e+04       1.826931342467e-09       1.095590358918e+17       3.456007218718e-08       9.895346871323e+39       1.156543497654e+30       6.206084499907e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.840798505943e+39       1.673614538463e+40       1.673614538463e+40       5.578715125755e+39      -3.727854115975e+47       3.318119746838e-05       3.269836109774e-01 
       7.661164100274e+12       1.287966661066e-23       6.050686351955e-08       1.266167828270e+20       1.414767954547e+04       1.846674912624e-09       1.083876946359e+17       3.493356143340e-08       9.478904146990e+39       1.119843421342e+30       6.009149602770e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.552905539332e+39       1.603180969345e+40       1.603180969345e+40       5.343936562108e+39      -3.532789775910e+47       3.329782076115e-05       3.258383737184e-01 
       7.579255405972e+12       1.315955086064e-23       6.115988071542e-08       1.239238304764e+20       1.414767954547e+04       1.866631850712e-09       1.072288766770e+17       3.531108696202e-08       9.079987290614e+39       1.084307932099e+30       5.818463952434e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.277128462432e+39       1.535711575995e+40       1.535711575995e+40       5.119038584349e+39      -3.347932406284e+47       3.341444405392e-05       3.247011306857e-01 
       7.498222431615e+12       1.344551719462e-23       6.182199285831e-08       1.212881532532e+20       1.414767954547e+04       1.886804462590e-09       1.060824481231e+17       3.569269239322e-08       8.697858731264e+39       1.049900074604e+30       5.633829244352e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.012957381632e+39       1.471081611958e+40       1.471081611958e+40       4.903605370965e+39      -3.172747915396e+47       3.353106734670e-05       3.235717984682e-01 
       7.418055814516e+12       1.373769777925e-23       6.248956196941e-08       1.187085329999e+20       1.414767954547e+04       1.907195079037e-09       1.049482765142e+17       3.607842181827e-08       8.331811938462e+39       1.016584066225e+30       5.455053466687e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.759903862047e+39       1.409171580698e+40       1.409171580698e+40       4.697238600170e+39      -3.006730158516e+47       3.364769063948e-05       3.224502948085e-01 
       7.338746292089e+12       1.403622765206e-23       6.316440703813e-08       1.161837774672e+20       1.414767954547e+04       1.927806056017e-09       1.038262308060e+17       3.646831980488e-08       7.981170115856e+39       9.843252598045e+29       5.281950700626e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.517500024426e+39       1.349867014655e+40       1.349867014655e+40       4.499556713427e+39      -2.849399475534e+47       3.376431393226e-05       3.213365385849e-01 
       7.260284700779e+12       1.434124479339e-23       6.384834705386e-08       1.137127197635e+20       1.414767954547e+04       1.948639774959e-09       1.027161813555e+17       3.686243140279e-08       7.645284949865e+39       9.530901076257e+29       5.114340927036e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.285297680076e+39       1.293058263601e+40       1.293058263601e+40       4.310194209980e+39      -2.700301305116e+47       3.388093722505e-05       3.202304497966e-01 
       7.182661975000e+12       1.465289016768e-23       6.453774403781e-08       1.112942178150e+20       1.414767954547e+04       1.969698643025e-09       1.016179999057e+17       3.726080214794e-08       7.323535410994e+39       9.228461265276e+29       4.952049839248e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.062867502193e+39       1.238640291906e+40       1.238640291906e+40       4.128800971062e+39      -2.559004871384e+47       3.399756051784e-05       3.191319495341e-01 
       7.105869146093e+12       1.497130782179e-23       6.523441697937e-08       1.089271538384e+20       1.414767954546e+04       1.990985093392e-09       1.005315595709e+17       3.766347806922e-08       7.015326605586e+39       8.935618641229e+29       4.794908661791e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.849798232064e+39       1.186512484334e+40       1.186512484334e+40       3.955041612550e+39      -2.425101939314e+47       3.411418381064e-05       3.180409599749e-01 
       7.029897341283e+12       1.529664490983e-23       6.594018486794e-08       1.066104338238e+20       1.414767954546e+04       2.012501585532e-09       9.945673482200e+16       3.807050569196e-08       6.720088675911e+39       8.652068660883e+29       4.642753974869e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.645695918674e+39       1.136578460009e+40       1.136578460009e+40       3.788594864862e+39      -2.298205635257e+47       3.423080710345e-05       3.169574043482e-01 
       6.954737782662e+12       1.562905180951e-23       6.665322871413e-08       1.043429870292e+20       1.414767954546e+04       2.034250605498e-09       9.839340147185e+16       3.848193204538e-08       6.437275746526e+39       8.377516444944e+29       4.495427544414e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.450183190323e+39       1.088745894218e+40       1.088745894218e+40       3.629152978950e+39      -2.177949329182e+47       3.434743039625e-05       3.158812069354e-01 
       6.880381786167e+12       1.596868214047e-23       6.737354851793e-08       1.021237654860e+20       1.414767954546e+04       2.056234666208e-09       9.734143666114e+16       3.889780466588e-08       6.166364914999e+39       8.111676471386e+29       4.352776157527e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.262898556883e+39       1.042926347705e+40       1.042926347705e+40       3.476421157294e+39      -2.063985575404e+47       3.446405368906e-05       3.148122930334e-01 
       6.806820760580e+12       1.631569288188e-23       6.810114427935e-08       9.995174351415e+19       1.414767954546e+04       2.078456307736e-09       9.630071884410e+16       3.931817160443e-08       5.906855285086e+39       7.854272278528e+29       4.214651463147e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.083495741432e+39       9.990351031518e+39       9.990351031518e+39       3.330117008839e+39      -1.955985108744e+47       3.458067698188e-05       3.137505889545e-01 
       6.734046206538e+12       1.667024441071e-23       6.883783498779e-08       9.782591724827e+19       1.414767954546e+04       2.100918097610e-09       9.527112777444e+16       3.974308143075e-08       5.658267040617e+39       7.605036177524e+29       4.080909817771e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.911643040008e+39       9.569910085466e+39       9.569910085466e+39       3.189970026875e+39      -1.853635893205e+47       3.469730027470e-05       3.126960219969e-01 
       6.662049715544e+12       1.703250059302e-23       6.958180165384e-08       9.574530417383e+19       1.414767954546e+04       2.123622631102e-09       9.425254449146e+16       4.017258323963e-08       5.420140558338e+39       7.363708973975e+29       3.951412136068e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.747022708313e+39       9.167163271338e+39       9.167163271338e+39       3.055721088884e+39      -1.756642220444e+47       3.481392356752e-05       3.116485204343e-01 
       6.590822969004e+12       1.740262886140e-23       7.033304427750e-08       9.370894267286e+19       1.414767954546e+04       2.146572531533e-09       9.324485130633e+16       4.060672665661e-08       5.192035558106e+39       7.130039698386e+29       3.826023746242e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.589330374221e+39       8.781365936866e+39       8.781365936866e+39       2.927121977442e+39      -1.664723855401e+47       3.493054686035e-05       3.106080135005e-01 
       6.520357737258e+12       1.778080027315e-23       7.109338184819e-08       9.171589157964e+19       1.414767954546e+04       2.169770450571e-09       9.224793178850e+16       4.104556184303e-08       4.973530288834e+39       6.903785345161e+29       3.704614249977e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.438274475018e+39       8.411804768248e+39       8.411804768248e+39       2.803934921284e+39      -1.577615226645e+47       3.504717015318e-05       3.095744313663e-01 
       6.450645878636e+12       1.816718962319e-23       7.186099537648e-08       8.976522974561e+19       1.414767954546e+04       2.193219068545e-09       9.126167075219e+16       4.148913950310e-08       4.764220748708e+39       6.684710619892e+29       3.587057386827e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.293575718320e+39       8.057796471283e+39       8.057796471283e+39       2.685932155676e+39      -1.495064659084e+47       3.516379344602e-05       3.085477051357e-01 
       6.381679338511e+12       1.856197547906e-23       7.263770385180e-08       8.785605561373e+19       1.414767954546e+04       2.216921094747e-09       9.028595424314e+16       4.193751088798e-08       4.563719938204e+39       6.472587694666e+29       3.473230902912e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.154966565678e+39       7.718686508002e+39       7.718686508002e+39       2.572895501294e+39      -1.416833646817e+47       3.528041673886e-05       3.075277668156e-01 
       6.313450148374e+12       1.896534031863e-23       7.342350727413e-08       8.598748680170e+19       1.414767954546e+04       2.240879267748e-09       8.932066952543e+16       4.239072780387e-08       4.371657144563e+39       6.267195971127e+29       3.363016423782e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.022190737920e+39       7.393847886472e+39       7.393847886472e+39       2.464615960828e+39      -1.342696164046e+47       3.539704003171e-05       3.065145493178e-01 
       6.245950424909e+12       1.937747055349e-23       7.421658665407e-08       8.415865969423e+19       1.414767954546e+04       2.265096355718e-09       8.836570506842e+16       4.284884261562e-08       4.187677256358e+39       6.068321851071e+29       3.256299331306e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.895002741307e+39       7.082680001528e+39       7.082680001528e+39       2.360893332555e+39      -1.272438012037e+47       3.551366332456e-05       3.055079864264e-01 
       6.179172369083e+12       1.979855667579e-23       7.501876098104e-08       8.236872904383e+19       1.414767954545e+04       2.289575156738e-09       8.742095053393e+16       4.331190825509e-08       4.011440106924e+39       5.875758514308e+29       3.152968644482e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.773167413631e+39       6.784607524295e+39       6.784607524295e+39       2.261535840185e+39      -1.205856200258e+47       3.563028661742e-05       3.045080128005e-01 
       6.113108265248e+12       2.022879329378e-23       7.583003025502e-08       8.061686758019e+19       1.414767954545e+04       2.314318499131e-09       8.648629676341e+16       4.377997822534e-08       3.842619845406e+39       5.689305703580e+29       3.052916904019e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.656459489413e+39       6.499079338441e+39       6.499079338441e+39       2.166359778273e+39      -1.142758359893e+47       3.574690991028e-05       3.035145639459e-01 
       6.047750480246e+12       2.066837925685e-23       7.664857548662e-08       7.890226562782e+19       1.414767954545e+04       2.339329241784e-09       8.556163576539e+16       4.425310660804e-08       3.680904334287e+39       5.508769516305e+29       2.956040060581e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.544663183408e+39       6.225567521203e+39       6.225567521203e+39       2.075189172565e+39      -1.082962188050e+47       3.586353320315e-05       3.025275762101e-01 
       5.983091462528e+12       2.111751773619e-23       7.747621566523e-08       7.722413073183e+19       1.414767954545e+04       2.364610274481e-09       8.464686070299e+16       4.473134806937e-08       3.525994572264e+39       5.333962202924e+29       2.862237366584e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.437571791627e+39       5.963566367286e+39       5.963566367286e+39       1.987855454630e+39      -1.026294921051e+47       3.598015649602e-05       3.015469867664e-01 
       5.919123741282e+12       2.157641630645e-23       7.831476978026e-08       7.558168729168e+19       1.414767954545e+04       2.390164518234e-09       8.374186588154e+16       4.521475786587e-08       3.377604141413e+39       5.164701971648e+29       2.771411271422e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.334987309157e+39       5.712591453857e+39       5.712591453857e+39       1.904197150190e+39      -9.725928352777e+46       3.609677978889e-05       3.005727335968e-01 
       5.855839925570e+12       2.204528707377e-23       7.916059985291e-08       7.397417620271e+19       1.414767954545e+04       2.415994925625e-09       8.284654673643e+16       4.570339185193e-08       3.235458677625e+39       5.000812799410e+29       2.683467320019e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.236720064061e+39       5.472178744869e+39       5.472178744869e+39       1.824059580562e+39      -9.217007741452e+46       3.621340308177e-05       2.996047554876e-01 
       5.793232703473e+12       2.252434672526e-23       8.001552487258e-08       7.240085450530e+19       1.414767954545e+04       2.442104481141e-09       8.196079982098e+16       4.619730648463e-08       3.099295363322e+39       4.842124248799e+29       2.598314054599e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.142588366693e+39       5.241883733097e+39       5.241883733097e+39       1.747294576672e+39      -8.734716998170e+46       3.633002637466e-05       2.986429920041e-01 
       5.731294841248e+12       2.301381669095e-23       8.088136382867e-08       7.086099504147e+19       1.414767954545e+04       2.468496201526e-09       8.108452279448e+16       4.669655883231e-08       2.968862441526e+39       4.688471290823e+29       2.515862919574e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.052418173758e+39       5.021280618268e+39       5.021280618268e+39       1.673760205094e+39      -8.277662683845e+46       3.644664966755e-05       2.976873834934e-01 
       5.670019182489e+12       2.351392317428e-23       8.175447874237e-08       6.935388611885e+19       1.414767954545e+04       2.495173136122e-09       8.021761441041e+16       4.720120657876e-08       2.843918750375e+39       4.539694133276e+29       2.436028169454e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.966042766522e+39       4.809961519787e+39       4.809961519787e+39       1.603320505632e+39      -7.844524272724e+46       3.656327296045e-05       2.967378710545e-01 
       5.609398647303e+12       2.402489733525e-23       8.263850759249e-08       6.787883118169e+19       1.414767954545e+04       2.522138367229e-09       7.935997450473e+16       4.771130803251e-08       2.724233277234e+39       4.395638054570e+29       2.358726779667e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.883302442560e+39       4.607535722593e+39       4.607535722593e+39       1.535845239931e+39      -7.434050337115e+46       3.667989625335e-05       2.957943965450e-01 
       5.549426231492e+12       2.454697531932e-23       8.353163138963e-08       6.643514848897e+19       1.414767954545e+04       2.549395010453e-09       7.851150398426e+16       4.822692213101e-08       2.609584731565e+39       4.256153242828e+29       2.283878360227e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.804044220477e+39       4.413628954751e+39       4.413628954751e+39       1.471209650681e+39      -7.045054931747e+46       3.679651954625e-05       2.948569025511e-01 
       5.490095005742e+12       2.508039842818e-23       8.443385013379e-08       6.502217079928e+19       1.414767954545e+04       2.576946215074e-09       7.767210481530e+16       4.874810844943e-08       2.499761135776e+39       4.121094640082e+29       2.211405072125e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.728121557051e+39       4.227882695450e+39       4.227882695450e+39       1.409294230942e+39      -6.676414167326e+46       3.691314283917e-05       2.939253323901e-01 
       5.431398114822e+12       2.562541319963e-23       8.534698281437e-08       6.363924506246e+19       1.414767954544e+04       2.604795164404e-09       7.684168001224e+16       4.927492720652e-08       2.394559433289e+39       3.990321791428e+29       2.141231546384e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.655394076291e+39       4.049953512120e+39       4.049953512120e+39       1.349984503193e+39      -6.327062963386e+46       3.702976613208e-05       2.929996300916e-01 
       5.373328776795e+12       2.618227152175e-23       8.626921044197e-08       6.228573211778e+19       1.414767954544e+04       2.632945076158e-09       7.602013362642e+16       4.980743927158e-08       2.293785113101e+39       3.863698698953e+29       2.073284805675e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.585727309887e+39       3.879512425448e+39       3.879512425448e+39       1.293170807663e+39      -5.995991971044e+46       3.714638942501e-05       2.920797403866e-01 
       5.315880282232e+12       2.675123077591e-23       8.720053301658e-08       6.096100639849e+19       1.414767954544e+04       2.661399202824e-09       7.520737073496e+16       5.034570617236e-08       2.197251850149e+39       3.741093680304e+29       2.007494188427e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.518992448586e+39       3.716244301117e+39       3.716244301117e+39       1.238748099578e+39      -5.682244656782e+46       3.726301271793e-05       2.911656087022e-01 
       5.259045993436e+12       2.733255390667e-23       8.814458851703e-08       5.966445564274e+19       1.414767954544e+04       2.690160832040e-09       7.440329742989e+16       5.088979010059e-08       2.104781160802e+39       3.622379231746e+29       1.943791275341e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.455066104037e+39       3.559847267145e+39       3.559847267145e+39       1.186615754946e+39      -5.384914538821e+46       3.737963601087e-05       2.902571811404e-01 
       5.202819343679e+12       2.792650961078e-23       8.909591997508e-08       5.839548061059e+19       1.414767954544e+04       2.719233286973e-09       7.360782080721e+16       5.143975392127e-08       2.016202072860e+39       3.507431895562e+29       1.882109818236e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.393830080648e+39       3.410032155742e+39       3.410032155742e+39       1.136677384503e+39      -5.103142568104e+46       3.749625930381e-05       2.893544044812e-01 
       5.147193836439e+12       2.853337237927e-23       9.005998435896e-08       5.715349480703e+19       1.414767954544e+04       2.748619926703e-09       7.282084895622e+16       5.199566117745e-08       1.931350809439e+39       3.396132131664e+29       1.822385671158e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.335171157056e+39       3.266521968657e+39       3.266521968657e+39       1.088840655498e+39      -4.836114646325e+46       3.761288259675e-05       2.884572261563e-01 
       5.092163044650e+12       2.915342271743e-23       9.103314368986e-08       5.593792421095e+19       1.414767954544e+04       2.778324146612e-09       7.204229094885e+16       5.255757610035e-08       1.850070486153e+39       3.288364193276e+29       1.764556723663e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.278980876784e+39       3.129051365030e+39       3.129051365030e+39       1.043017120979e+39      -4.583059273824e+46       3.772950588970e-05       2.875655942564e-01 
       5.037720609963e+12       2.978694717817e-23       9.201539796777e-08       5.474820700983e+19       1.414767954544e+04       2.808349378776e-09       7.127205682922e+16       5.312556361391e-08       1.772210821052e+39       3.184016006563e+29       1.708562836233e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.225155347712e+39       2.997366170791e+39       2.997366170791e+39       9.991220562546e+38      -4.343245320570e+46       3.784612918266e-05       2.866794575034e-01 
       4.983860242006e+12       3.043423857742e-23       9.301038517151e-08       5.358379334005e+19       1.414767954544e+04       2.838699092361e-09       7.051005760316e+16       5.369968934476e-08       1.697627856755e+39       3.082979054078e+29       1.654345777730e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.173595049992e+39       2.871222908709e+39       2.871222908709e+39       9.570743022488e+38      -4.115979913764e+46       3.796275247562e-05       2.857987652556e-01 
       4.930575717662e+12       3.109559607563e-23       9.401628631167e-08       5.244414503280e+19       1.414767954544e+04       2.869376794023e-09       6.975620522800e+16       5.428001962822e-08       1.626183694285e+39       2.985148261909e+29       1.601849164838e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.124204652036e+39       2.750388348221e+39       2.750388348221e+39       9.167961154403e+38      -3.900606435993e+46       3.807937576859e-05       2.849234674887e-01 
       4.877860880347e+12       3.177132533490e-23       9.503128239885e-08       5.132873536532e+19       1.414767954543e+04       2.900386028317e-09       6.901041260237e+16       5.486662151651e-08       1.557746238103e+39       2.890421890409e+29       1.551018403427e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.076892834261e+39       2.634639074203e+39       2.634639074203e+39       8.782130241211e+38      -3.696502628118e+46       3.819599906156e-05       2.840535147892e-01 
       4.825709639299e+12       3.246173867568e-23       9.605901141185e-08       5.023704881747e+19       1.414767954543e+04       2.931730378101e-09       6.827259355613e+16       5.545956278694e-08       1.492188951870e+39       2.798701428388e+29       1.501800631781e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.031572120238e+39       2.523761073889e+39       2.523761073889e+39       8.412536907026e+38      -3.503078791440e+46       3.831262235454e-05       2.831888583481e-01 
       4.774115968878e+12       3.316715517519e-23       9.709765436128e-08       4.916858083347e+19       1.414767954543e+04       2.963413464955e-09       6.754266284043e+16       5.605891194843e-08       1.429390624493e+39       2.709891490669e+29       1.454144665616e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.881587149590e+38       2.417549341177e+39       2.417549341177e+39       8.058497798173e+38      -3.319776083938e+46       3.842924564752e-05       2.823294499440e-01 
       4.723073907862e+12       3.388790088610e-23       9.814539225772e-08       4.812283758866e+19       1.414767954543e+04       2.995438949595e-09       6.682053611784e+16       5.666473825144e-08       1.369235146010e+39       2.623899718888e+29       1.408000944861e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.465723499046e+38       2.315807497585e+39       2.315807497585e+39       7.719358319715e+38      -3.146064905653e+46       3.854586894052e-05       2.814752419455e-01 
       4.672577558767e+12       3.462430889564e-23       9.920768206939e-08       4.709933576136e+19       1.414767954543e+04       3.027810532301e-09       6.610612995262e+16       5.727711169341e-08       1.311611292913e+39       2.540636685450e+29       1.363321482110e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.067361346311e+38       2.218347429161e+39       2.218347429161e+39       7.394491425147e+38      -2.981443368566e+46       3.866249223351e-05       2.806261872884e-01 
       4.622621087159e+12       3.537671958695e-23       1.002790668281e-07       4.609760230939e+19       1.414767954543e+04       3.060531953339e-09       6.539936180108e+16       5.789610302983e-08       1.256412522502e+39       2.460015800523e+29       1.320059812719e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.685764146064e+38       2.124988938675e+39       2.124988938675e+39       7.083296457028e+38      -2.825435846538e+46       3.877911552652e-05       2.797822394829e-01 
       4.573198720982e+12       3.614548068109e-23       1.013631845126e-07       4.511717425149e+19       1.414767954543e+04       3.093606993397e-09       6.470015000203e+16       5.852178377924e-08       1.203536775895e+39       2.381953221994e+29       1.278170946488e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.320226350276e+38       2.035559412439e+39       2.035559412439e+39       6.785198036409e+38      -2.677591601125e+46       3.889573881953e-05       2.789433525887e-01 
       4.524304749894e+12       3.693094750599e-23       1.024582161335e-07       4.415759845333e+19       1.414767954543e+04       3.127039474022e-09       6.400841376737e+16       5.915422623442e-08       1.152886289327e+39       2.306367768272e+29       1.237611320870e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.970072103696e+38       1.949893501165e+39       1.949893501165e+39       6.499644998990e+38      -2.537483479301e+46       3.901236211254e-05       2.781094812214e-01 
       4.475933524603e+12       3.773348307616e-23       1.035659806803e-07       4.321843141808e+19       1.414767954543e+04       3.160833258058e-09       6.332407317273e+16       5.979350346851e-08       1.104367413393e+39       2.233180833867e+29       1.198338755668e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.634653994240e+38       1.867832814239e+39       1.867832814239e+39       6.226109376058e+38      -2.404706679324e+46       3.912898540557e-05       2.772805805335e-01 
       4.428079456216e+12       3.855345830827e-23       1.046846591635e-07       4.229923908143e+19       1.414767954543e+04       3.194992250097e-09       6.264704914823e+16       6.043968934470e-08       1.057890439895e+39       2.162316307641e+29       1.160312409171e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.313351855968e+38       1.789225626868e+39       1.789225626868e+39       5.964085418306e+38      -2.278877581177e+46       3.924560869859e-05       2.764566062118e-01 
       4.380737015592e+12       3.939125218817e-23       1.058160705725e-07       4.139959661099e+19       1.414767954542e+04       3.229520396925e-09       6.197726346939e+16       6.109285852464e-08       1.013369435976e+39       2.093700493655e+29       1.123492735680e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.005571622440e+38       1.713926599553e+39       1.713926599553e+39       5.713088660734e+38      -2.159632638210e+46       3.936223199163e-05       2.756375144700e-01 
       4.333900732707e+12       4.024725190936e-23       1.069602149073e-07       4.051908820992e+19       1.414767954542e+04       3.264421687984e-09       6.131463874803e+16       6.175308647614e-08       9.707220852404e+38       2.027262034533e+29       1.087841444380e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.710744228323e+38       1.641796509363e+39       1.641796509363e+39       5.472655026909e+38      -2.046627326780e+46       3.947885528467e-05       2.748232620351e-01 
       4.287565196018e+12       4.112185312314e-23       1.081152731786e-07       3.965730692476e+19       1.414767954542e+04       3.299700155827e-09       6.065909842338e+16       6.242044948369e-08       9.298695355517e+38       1.962931837249e+29       1.053321459524e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.428324557230e+38       1.572701992524e+39       1.572701992524e+39       5.242339970916e+38      -1.939535150845e+46       3.959547857772e-05       2.740138061497e-01 
       4.241725051839e+12       4.201546002200e-23       1.092830643756e-07       3.881385445735e+19       1.414767954542e+04       3.335359876587e-09       6.001056675321e+16       6.309502465476e-08       8.907362532429e+38       1.900643001275e+29       1.019896881872e+30       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.157790433837e+38       1.506515297837e+39       1.506515297837e+39       5.021717655422e+38      -1.838046698656e+46       3.971210187078e-05       2.732091045518e-01 
       4.196375003721e+12       4.292848564832e-23       1.104654074879e-07       3.798834098077e+19       1.414767954542e+04       3.371404970450e-09       5.936896880507e+16       6.377688993177e-08       8.532498834586e+38       1.840330749008e+29       9.875329513574e+29       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.898641658409e+38       1.443114050471e+39       1.443114050471e+39       4.810380164332e+38      -1.741868748791e+46       3.982872516384e-05       2.724091154820e-01 
